income,sex,race,age,hs_week
<=50K,Male,White,22,20
>50K,Male,Black,40,40
<=50K,Male,White,68,25
<=50K,Female,White,30,40
>50K,Male,White,73,99
<=50K,Male,White,45,10
<=50K,Male,Black,23,35
>50K,Male,White,40,45
>50K,Male,White,39,40
<=50K,Male,White,23,40
<=50K,Male,Black,51,40
<=50K,Male,White,53,45
<=50K,Male,White,24,35
<=50K,Male,White,53,40
<=50K,Male,White,49,60
<=50K,Male,White,34,40
<=50K,Male,White,37,47
<=50K,Male,White,40,40
<=50K,Female,White,23,6
>50K,Male,White,36,50
<=50K,Female,Asian-Pac-Islander,35,40
>50K,Female,Black,53,50
>50K,Male,White,42,65
<=50K,Female,White,32,40
<=50K,Female,Other,33,65
<=50K,Male,Black,59,60
<=50K,Male,White,36,44
>50K,Male,White,37,40
<=50K,Male,White,31,45
<=50K,Male,White,46,40
<=50K,Female,Asian-Pac-Islander,44,38
>50K,Male,White,27,60
<=50K,Male,White,29,40
<=50K,Male,White,39,40
<=50K,Male,White,62,65
>50K,Female,White,48,40
<=50K,Female,Black,42,25
>50K,Male,White,60,48
<=50K,Female,White,35,40
<=50K,Male,White,39,40
<=50K,Female,White,34,36
<=50K,Male,Black,22,22
<=50K,Male,White,18,40
>50K,Male,White,44,40
<=50K,Female,White,44,40
<=50K,Female,White,49,40
<=50K,Male,White,21,50
<=50K,Male,Black,49,40
<=50K,Male,White,52,40
>50K,Male,White,39,40
<=50K,Male,White,23,40
<=50K,Male,White,54,49
<=50K,Female,White,31,25
<=50K,Female,Black,30,20
<=50K,Male,White,21,40
>50K,Male,Asian-Pac-Islander,38,40
>50K,Male,White,51,40
>50K,Male,White,34,50
<=50K,Female,White,22,30
<=50K,Female,White,20,45
<=50K,Male,White,26,55
<=50K,Female,White,26,35
>50K,Male,White,41,40
>50K,Male,White,35,40
<=50K,Male,White,27,40
<=50K,Male,White,65,40
<=50K,Male,White,31,65
>50K,Male,White,45,35
>50K,Male,White,37,50
>50K,Male,White,47,45
>50K,Male,White,47,50
<=50K,Male,White,33,40
<=50K,Male,Black,40,40
>50K,Male,Asian-Pac-Islander,38,40
<=50K,Male,White,21,40
<=50K,Male,White,40,40
<=50K,Male,Black,33,55
<=50K,Male,White,29,52
<=50K,Male,White,41,35
<=50K,Female,White,20,30
<=50K,Male,White,20,54
<=50K,Male,White,34,40
>50K,Male,White,78,45
>50K,Male,White,46,40
>50K,Male,White,40,40
>50K,Male,White,59,40
<=50K,Male,White,23,40
<=50K,Male,White,23,24
<=50K,Male,White,47,30
>50K,Male,White,31,38
>50K,Male,White,42,56
<=50K,Female,White,46,40
<=50K,Male,White,29,44
<=50K,Male,White,21,40
>50K,Male,White,55,40
<=50K,Female,White,38,40
<=50K,Male,White,44,40
>50K,Male,White,61,50
<=50K,Male,White,38,40
>50K,Male,White,50,45
>50K,Male,White,53,40
>50K,Male,Black,37,36
>50K,Male,White,49,45
>50K,Male,White,30,40
<=50K,Female,White,19,40
<=50K,Male,White,59,20
<=50K,Male,White,43,40
<=50K,Male,White,29,60
<=50K,Male,White,49,45
<=50K,Male,White,36,50
<=50K,Male,Black,26,32
<=50K,Female,White,18,20
<=50K,Female,White,60,15
<=50K,Female,White,43,40
<=50K,Female,White,42,40
<=50K,Male,White,41,50
>50K,Male,White,55,40
<=50K,Female,White,31,40
<=50K,Male,White,20,40
>50K,Male,White,37,40
<=50K,Male,White,51,55
>50K,Male,White,28,55
<=50K,Female,White,24,40
<=50K,Female,White,21,30
<=50K,Male,White,21,50
<=50K,Female,White,20,40
<=50K,Female,White,35,45
<=50K,Male,White,30,40
<=50K,Male,White,44,30
>50K,Male,Asian-Pac-Islander,45,40
<=50K,Male,White,42,40
<=50K,Female,White,36,40
<=50K,Female,White,32,40
<=50K,Male,White,33,40
<=50K,Male,White,27,32
<=50K,Female,White,17,15
<=50K,Female,White,45,40
<=50K,Male,White,41,40
<=50K,Female,White,19,35
<=50K,Female,White,45,8
>50K,Male,White,41,70
<=50K,Female,White,34,35
>50K,Male,White,33,60
<=50K,Female,Other,17,20
<=50K,Female,White,51,60
<=50K,Male,White,33,20
<=50K,Female,White,23,18
>50K,Male,White,52,30
<=50K,Female,White,36,32
<=50K,Female,Black,25,40
<=50K,Female,White,38,20
<=50K,Male,White,64,45
>50K,Male,White,42,40
<=50K,Male,White,29,40
<=50K,Female,White,26,38
<=50K,Male,White,38,24
<=50K,Male,White,24,30
>50K,Male,White,43,40
>50K,Male,White,38,40
>50K,Male,White,28,45
<=50K,Female,White,18,25
<=50K,Male,Black,44,40
<=50K,Male,White,81,18
>50K,Male,White,55,40
<=50K,Female,Black,52,40
>50K,Male,White,31,40
<=50K,Female,White,35,40
<=50K,Female,Black,39,36
<=50K,Male,White,27,40
<=50K,Male,White,23,15
<=50K,Male,White,26,50
<=50K,Male,White,33,40
<=50K,Female,White,39,40
<=50K,Male,White,44,40
<=50K,Female,White,38,40
<=50K,Male,White,18,15
<=50K,Female,White,54,15
<=50K,Female,Black,45,40
>50K,Male,Asian-Pac-Islander,43,40
<=50K,Female,White,23,40
<=50K,Male,White,37,40
<=50K,Male,White,33,50
>50K,Male,White,45,50
<=50K,Male,White,32,55
<=50K,Male,White,47,40
>50K,Male,White,44,40
<=50K,Male,White,22,40
<=50K,Male,White,17,30
>50K,Male,White,64,60
>50K,Male,White,30,45
>50K,Male,White,51,70
<=50K,Male,White,26,40
<=50K,Female,White,31,40
<=50K,Male,White,50,40
<=50K,Male,White,18,10
<=50K,Female,White,63,40
>50K,Male,White,48,43
>50K,Male,White,37,50
<=50K,Male,White,51,28
<=50K,Female,White,29,38
<=50K,Male,White,69,25
<=50K,Male,White,56,60
<=50K,Female,White,26,40
>50K,Male,White,39,40
<=50K,Female,White,42,22
>50K,Male,White,41,40
>50K,Male,White,45,40
<=50K,Male,White,23,40
>50K,Male,White,29,50
<=50K,Male,White,34,50
>50K,Female,White,31,20
>50K,Female,White,46,40
<=50K,Female,White,46,25
<=50K,Female,White,33,40
<=50K,Male,White,46,40
<=50K,Female,Black,26,40
<=50K,Female,White,49,50
<=50K,Female,Other,66,35
>50K,Female,White,55,40
<=50K,Male,White,35,40
<=50K,Female,White,27,40
<=50K,Female,White,31,40
<=50K,Female,White,47,16
>50K,Male,White,48,40
<=50K,Female,White,27,56
<=50K,Female,White,38,40
<=50K,Female,White,27,40
<=50K,Male,White,23,20
<=50K,Male,White,17,15
>50K,Male,White,44,40
<=50K,Male,White,26,48
<=50K,Female,White,37,40
>50K,Male,White,49,55
>50K,Male,White,42,40
<=50K,Female,White,26,40
<=50K,Female,White,73,32
<=50K,Male,White,44,40
<=50K,Female,White,47,40
<=50K,Female,White,28,20
<=50K,Male,White,49,40
<=50K,Female,White,17,20
<=50K,Male,White,42,40
<=50K,Male,White,30,40
<=50K,Male,Asian-Pac-Islander,36,37
<=50K,Female,White,53,40
<=50K,Male,Black,23,40
<=50K,Female,White,35,40
>50K,Male,Amer-Indian-Eskimo,32,60
>50K,Female,White,39,50
<=50K,Male,White,40,60
<=50K,Male,White,28,40
<=50K,Male,White,32,40
<=50K,Female,White,42,40
<=50K,Female,White,35,43
<=50K,Female,Black,35,40
<=50K,Male,White,21,40
>50K,Male,White,71,40
<=50K,Male,White,31,40
<=50K,Female,Black,25,40
<=50K,Female,White,35,40
<=50K,Male,White,24,25
<=50K,Male,White,69,25
>50K,Male,Asian-Pac-Islander,35,40
<=50K,Male,White,35,40
>50K,Male,White,42,50
>50K,Male,White,51,40
<=50K,Male,White,48,44
<=50K,Male,White,49,40
<=50K,Male,White,53,99
<=50K,Male,White,43,40
>50K,Male,White,53,40
<=50K,Male,White,35,40
<=50K,Female,White,36,40
<=50K,Female,White,34,40
>50K,Male,White,48,40
<=50K,Female,White,53,40
<=50K,Male,White,37,40
<=50K,Female,White,49,40
<=50K,Male,White,30,40
<=50K,Male,White,41,40
<=50K,Female,White,25,40
<=50K,Male,White,24,65
<=50K,Male,White,34,40
<=50K,Female,White,29,42
<=50K,Female,Black,23,45
<=50K,Male,White,46,42
<=50K,Female,White,20,15
<=50K,Male,White,63,40
<=50K,Male,White,40,50
<=50K,Male,White,33,50
<=50K,Female,Black,24,40
<=50K,Male,White,36,45
<=50K,Male,White,25,40
<=50K,Male,White,54,40
<=50K,Male,White,50,50
<=50K,Male,White,58,40
<=50K,Male,White,17,20
>50K,Male,White,40,50
<=50K,Male,White,27,40
<=50K,Female,White,20,26
<=50K,Male,White,22,35
<=50K,Male,White,80,25
<=50K,Male,White,52,45
>50K,Male,White,40,48
<=50K,Female,White,48,48
<=50K,Male,White,62,25
>50K,Male,White,32,42
<=50K,Female,White,21,28
>50K,Male,White,58,40
>50K,Male,White,37,60
>50K,Male,White,29,35
<=50K,Male,White,25,40
<=50K,Male,White,26,40
<=50K,Male,White,50,50
>50K,Male,White,30,40
<=50K,Male,White,30,80
<=50K,Female,White,59,10
<=50K,Male,White,36,40
>50K,Male,White,37,50
>50K,Female,White,42,40
>50K,Male,Black,34,45
<=50K,Male,White,27,40
>50K,Male,White,39,50
>50K,Male,Asian-Pac-Islander,41,60
>50K,Male,Asian-Pac-Islander,34,70
<=50K,Male,White,41,40
<=50K,Female,Black,50,40
<=50K,Female,White,18,28
<=50K,Female,White,23,15
<=50K,Male,White,26,48
>50K,Male,White,38,60
<=50K,Male,White,27,88
<=50K,Male,Other,21,40
<=50K,Male,White,41,40
<=50K,Male,Amer-Indian-Eskimo,42,35
<=50K,Male,White,25,40
>50K,Male,White,43,40
<=50K,Male,White,23,15
>50K,Male,White,40,40
<=50K,Male,Black,23,9
<=50K,Female,White,18,20
<=50K,Male,White,37,50
<=50K,Male,Black,58,40
<=50K,Male,White,36,40
>50K,Male,White,36,40
>50K,Female,White,25,40
>50K,Male,White,62,40
<=50K,Male,White,34,40
<=50K,Female,White,27,36
<=50K,Male,White,23,35
<=50K,Female,White,55,40
<=50K,Male,White,42,40
<=50K,Female,Black,22,38
>50K,Male,White,44,40
<=50K,Male,White,42,40
<=50K,Male,White,21,40
<=50K,Female,Black,25,45
<=50K,Male,White,31,35
<=50K,Male,White,42,38
<=50K,Male,White,26,20
>50K,Male,White,62,98
>50K,Male,White,28,50
<=50K,Male,White,34,40
<=50K,Male,White,51,40
>50K,Female,White,45,45
>50K,Male,White,44,50
<=50K,Male,White,47,10
<=50K,Male,White,35,40
<=50K,Male,White,46,40
<=50K,Male,White,46,56
>50K,Male,White,46,53
>50K,Male,White,66,8
<=50K,Female,White,34,20
<=50K,Male,White,26,40
>50K,Male,White,29,40
<=50K,Male,Black,30,40
<=50K,Female,White,23,40
<=50K,Female,White,46,40
<=50K,Male,White,44,40
>50K,Male,White,54,68
<=50K,Male,White,54,60
<=50K,Female,White,71,13
<=50K,Male,White,51,45
<=50K,Male,White,32,40
<=50K,Female,White,75,14
<=50K,Male,White,57,40
<=50K,Male,White,34,40
>50K,Male,White,40,40
<=50K,Female,White,21,40
>50K,Male,White,50,40
<=50K,Male,White,32,44
>50K,Female,White,37,50
<=50K,Male,White,19,99
<=50K,Female,White,64,30
<=50K,Male,Black,17,20
<=50K,Male,White,37,40
<=50K,Male,White,32,45
<=50K,Male,Black,20,20
>50K,Male,White,39,40
<=50K,Male,White,18,40
>50K,Male,White,42,50
>50K,Male,White,43,40
>50K,Male,White,42,55
>50K,Female,White,53,60
<=50K,Male,White,52,40
<=50K,Male,White,51,40
<=50K,Male,White,77,8
<=50K,Female,Black,25,30
<=50K,Male,White,38,40
<=50K,Male,White,20,40
<=50K,Male,White,23,30
<=50K,Female,White,27,40
<=50K,Female,White,19,40
>50K,Male,White,41,40
<=50K,Male,Black,47,40
<=50K,Female,White,72,7
<=50K,Female,White,42,40
>50K,Male,White,36,40
>50K,Male,White,42,60
<=50K,Female,White,24,40
<=50K,Male,White,22,40
<=50K,Male,White,29,40
>50K,Male,White,42,40
<=50K,Male,White,24,20
>50K,Male,White,41,45
<=50K,Male,Asian-Pac-Islander,29,40
<=50K,Male,White,36,40
>50K,Male,White,78,45
>50K,Female,White,43,32
<=50K,Female,White,34,40
<=50K,Female,White,20,40
<=50K,Male,White,24,40
<=50K,Male,White,36,40
<=50K,Male,White,49,44
<=50K,Male,White,21,40
<=50K,Female,Black,51,40
<=50K,Male,White,30,40
<=50K,Male,White,37,40
<=50K,Female,White,30,40
<=50K,Male,Black,20,10
<=50K,Male,White,46,40
<=50K,Male,White,24,40
>50K,Male,White,32,42
<=50K,Male,White,36,50
<=50K,Female,White,30,40
<=50K,Male,White,60,40
<=50K,Female,White,56,40
<=50K,Male,White,57,40
<=50K,Female,White,61,40
>50K,Male,White,50,40
<=50K,Male,White,56,48
>50K,Male,White,61,35
>50K,Male,White,45,70
>50K,Male,White,31,40
>50K,Male,Black,60,50
<=50K,Male,White,26,40
<=50K,Female,White,56,40
<=50K,Female,White,45,40
>50K,Male,White,28,65
<=50K,Male,Amer-Indian-Eskimo,45,40
<=50K,Male,White,58,40
<=50K,Female,White,38,40
<=50K,Female,White,23,40
>50K,Male,White,49,40
<=50K,Female,White,19,25
<=50K,Male,White,22,40
<=50K,Male,White,23,50
<=50K,Female,White,23,40
<=50K,Male,White,40,25
<=50K,Female,White,55,40
<=50K,Female,White,34,40
<=50K,Male,Black,21,40
<=50K,Female,White,28,40
<=50K,Male,Asian-Pac-Islander,43,40
<=50K,Male,White,17,20
<=50K,Female,White,51,40
>50K,Male,White,37,40
>50K,Male,White,54,50
<=50K,Male,White,24,30
>50K,Male,White,35,40
<=50K,Female,Black,48,40
<=50K,Male,White,23,40
<=50K,Female,White,24,45
<=50K,Female,White,24,20
<=50K,Male,White,50,40
>50K,Male,White,34,40
<=50K,Female,White,45,40
<=50K,Male,White,36,40
>50K,Male,White,33,45
<=50K,Female,White,21,20
<=50K,Male,White,32,40
<=50K,Male,White,22,40
>50K,Male,White,53,40
<=50K,Male,White,36,40
<=50K,Male,White,22,40
<=50K,Female,Black,47,40
<=50K,Female,Amer-Indian-Eskimo,25,20
<=50K,Female,White,30,20
<=50K,Female,Black,49,40
<=50K,Male,White,23,40
<=50K,Male,White,40,35
<=50K,Male,White,45,40
<=50K,Male,White,61,42
<=50K,Female,White,35,55
<=50K,Female,White,20,25
<=50K,Male,White,27,60
<=50K,Female,White,23,40
<=50K,Male,White,25,40
<=50K,Female,White,65,35
<=50K,Female,Black,25,40
>50K,Male,Asian-Pac-Islander,49,50
<=50K,Female,White,45,40
<=50K,Female,White,46,45
<=50K,Female,White,67,32
<=50K,Female,White,40,40
>50K,Male,White,51,60
>50K,Male,White,44,50
<=50K,Male,White,35,60
<=50K,Male,White,28,40
<=50K,Female,White,44,48
>50K,Male,White,37,50
>50K,Male,White,54,45
>50K,Female,White,33,40
<=50K,Female,White,46,40
<=50K,Male,White,45,40
<=50K,Male,White,27,40
>50K,Male,White,49,50
<=50K,Male,White,51,45
<=50K,Male,White,27,40
<=50K,Male,White,36,40
>50K,Male,White,59,40
<=50K,Female,White,24,15
<=50K,Female,White,66,40
<=50K,Female,White,31,38
>50K,Female,Amer-Indian-Eskimo,35,60
>50K,Female,Asian-Pac-Islander,34,50
>50K,Male,Black,50,70
<=50K,Male,White,43,50
<=50K,Male,White,21,30
<=50K,Male,White,33,45
<=50K,Female,White,48,38
<=50K,Female,White,22,36
<=50K,Male,Asian-Pac-Islander,29,40
<=50K,Male,White,42,40
<=50K,Male,White,28,50
<=50K,Female,White,36,38
<=50K,Female,White,66,25
<=50K,Female,White,44,20
<=50K,Female,Black,45,40
<=50K,Female,Black,49,40
<=50K,Female,White,36,45
<=50K,Male,White,48,60
<=50K,Male,White,19,40
>50K,Male,White,36,40
>50K,Male,White,41,45
<=50K,Male,White,32,50
>50K,Male,White,49,40
<=50K,Female,White,51,40
<=50K,Female,White,20,29
<=50K,Female,White,39,40
>50K,Male,White,38,40
<=50K,Female,White,19,25
<=50K,Male,White,29,40
>50K,Male,Asian-Pac-Islander,52,40
<=50K,Male,White,22,44
<=50K,Male,White,44,80
<=50K,Male,White,43,40
<=50K,Male,White,41,40
<=50K,Male,White,63,40
<=50K,Male,Black,40,44
<=50K,Male,White,40,30
<=50K,Female,White,18,15
>50K,Male,Asian-Pac-Islander,57,50
>50K,Male,Asian-Pac-Islander,54,40
<=50K,Female,White,44,40
<=50K,Male,White,20,30
<=50K,Female,White,40,40
<=50K,Male,White,29,40
<=50K,Male,White,22,40
>50K,Male,White,44,40
<=50K,Male,White,45,45
>50K,Male,White,52,40
<=50K,Male,White,57,40
<=50K,Male,White,51,40
<=50K,Male,Black,23,10
<=50K,Male,White,22,44
>50K,Female,White,37,40
<=50K,Female,Black,58,40
<=50K,Male,White,61,20
<=50K,Female,White,30,45
<=50K,Female,White,23,40
<=50K,Male,Amer-Indian-Eskimo,30,40
<=50K,Male,White,18,25
<=50K,Female,White,34,12
<=50K,Male,Black,23,40
<=50K,Female,White,23,10
>50K,Male,White,57,55
>50K,Male,White,58,45
>50K,Male,White,59,40
<=50K,Male,White,27,40
>50K,Male,White,50,45
<=50K,Female,White,44,16
<=50K,Female,White,25,40
<=50K,Female,White,33,30
<=50K,Male,White,22,35
<=50K,Male,White,21,30
>50K,Female,White,44,36
>50K,Male,Asian-Pac-Islander,50,50
<=50K,Male,White,44,45
>50K,Male,White,53,40
>50K,Male,White,41,50
<=50K,Female,White,54,40
<=50K,Male,White,60,40
<=50K,Male,White,58,20
<=50K,Male,White,27,40
<=50K,Female,White,43,60
<=50K,Male,White,33,40
<=50K,Male,White,24,65
<=50K,Male,White,41,40
<=50K,Male,White,21,40
<=50K,Male,Asian-Pac-Islander,39,40
<=50K,Female,White,27,40
<=50K,Male,White,50,40
<=50K,Male,White,20,40
>50K,Male,White,46,40
<=50K,Male,White,49,40
>50K,Female,White,35,35
>50K,Male,White,56,45
<=50K,Male,White,41,40
<=50K,Male,White,41,50
<=50K,Male,White,42,40
<=50K,Male,White,58,40
<=50K,Male,White,43,40
<=50K,Female,White,25,40
<=50K,Female,White,57,42
<=50K,Female,White,49,40
<=50K,Male,White,23,40
<=50K,Male,White,59,40
>50K,Male,White,50,70
<=50K,Female,White,33,45
<=50K,Male,White,52,45
>50K,Male,White,37,40
<=50K,Female,White,30,40
<=50K,Male,White,39,60
<=50K,Male,White,54,42
>50K,Male,White,52,45
<=50K,Male,White,22,56
<=50K,Male,White,19,25
>50K,Male,White,65,10
<=50K,Male,White,32,40
<=50K,Male,White,25,40
<=50K,Male,White,34,40
<=50K,Female,White,47,55
<=50K,Male,White,24,98
>50K,Female,White,63,60
<=50K,Female,White,48,35
<=50K,Female,White,26,50
<=50K,Male,White,28,40
<=50K,Male,Black,23,12
>50K,Male,Asian-Pac-Islander,57,50
<=50K,Male,White,64,40
>50K,Male,White,28,50
<=50K,Male,White,28,40
<=50K,Male,White,34,40
>50K,Male,White,38,45
>50K,Male,White,44,60
<=50K,Female,White,34,20
<=50K,Male,White,18,25
<=50K,Male,Other,36,40
<=50K,Male,Asian-Pac-Islander,73,40
<=50K,Male,White,24,40
>50K,Male,Black,29,40
<=50K,Male,White,33,40
<=50K,Female,Black,57,35
<=50K,Female,White,41,40
<=50K,Female,Black,55,35
<=50K,Male,White,21,40
>50K,Male,White,36,45
<=50K,Male,Other,26,50
>50K,Female,White,32,20
<=50K,Female,White,40,40
<=50K,Male,White,32,40
<=50K,Female,White,21,40
<=50K,Male,White,59,40
<=50K,Female,Black,29,40
<=50K,Male,White,29,48
>50K,Male,White,59,80
>50K,Male,White,58,40
<=50K,Male,White,47,45
<=50K,Female,White,44,45
<=50K,Male,White,31,40
<=50K,Male,White,42,35
<=50K,Male,White,19,25
<=50K,Male,White,66,50
<=50K,Male,White,41,45
<=50K,Female,White,22,30
<=50K,Female,White,31,30
<=50K,Male,White,30,40
<=50K,Female,White,36,16
<=50K,Male,White,75,40
<=50K,Female,Asian-Pac-Islander,41,36
<=50K,Male,White,19,20
<=50K,Male,White,60,40
<=50K,Male,White,24,40
<=50K,Male,White,25,40
<=50K,Female,White,52,50
<=50K,Female,White,30,45
>50K,Male,White,37,40
<=50K,Female,White,55,30
<=50K,Female,Black,20,24
<=50K,Female,White,32,15
<=50K,Male,White,18,35
<=50K,Male,White,24,40
<=50K,Male,White,33,45
<=50K,Female,White,76,40
>50K,Male,White,57,14
<=50K,Female,White,53,38
<=50K,Female,White,19,40
>50K,Male,White,50,40
<=50K,Male,White,27,50
<=50K,Female,White,40,60
<=50K,Male,White,26,40
<=50K,Male,White,47,55
<=50K,Male,White,39,50
<=50K,Male,White,49,40
<=50K,Male,White,28,7
<=50K,Female,Black,33,30
>50K,Male,White,50,40
<=50K,Male,White,28,50
<=50K,Male,White,30,40
>50K,Male,White,47,50
>50K,Male,White,39,40
<=50K,Male,White,37,50
<=50K,Male,White,50,80
<=50K,Male,White,37,40
>50K,Male,White,26,40
>50K,Male,White,55,40
>50K,Male,White,46,40
<=50K,Male,White,32,60
>50K,Male,White,26,45
>50K,Male,White,32,40
<=50K,Female,Asian-Pac-Islander,43,40
<=50K,Female,White,19,40
<=50K,Female,White,38,75
<=50K,Male,White,38,40
<=50K,Female,White,65,40
>50K,Male,White,70,40
<=50K,Female,White,48,25
<=50K,Female,Black,44,7
<=50K,Male,White,32,50
<=50K,Female,Black,30,40
>50K,Male,White,49,60
<=50K,Female,Black,23,40
<=50K,Male,White,25,16
<=50K,Female,White,19,15
<=50K,Male,White,27,40
<=50K,Male,White,43,60
<=50K,Male,White,38,50
<=50K,Male,White,42,60
<=50K,Male,White,33,38
>50K,Male,White,30,40
<=50K,Male,White,29,40
<=50K,Male,White,30,40
<=50K,Male,White,26,40
>50K,Male,White,43,40
<=50K,Female,White,30,45
>50K,Male,White,38,40
>50K,Male,White,48,40
>50K,Male,White,57,55
<=50K,Female,White,30,30
>50K,Male,Black,42,45
<=50K,Male,White,31,70
<=50K,Male,White,32,40
<=50K,Male,White,28,40
<=50K,Male,White,63,40
<=50K,Male,White,32,40
<=50K,Male,White,20,12
>50K,Female,White,51,30
<=50K,Male,White,36,20
<=50K,Male,Amer-Indian-Eskimo,24,40
<=50K,Female,White,41,44
<=50K,Male,White,21,40
<=50K,Male,Asian-Pac-Islander,27,45
<=50K,Male,Black,17,35
<=50K,Female,White,45,40
<=50K,Female,White,39,35
<=50K,Female,Amer-Indian-Eskimo,21,4
>50K,Male,White,29,45
>50K,Male,White,39,45
<=50K,Male,Black,42,40
<=50K,Male,White,22,40
<=50K,Female,White,21,40
<=50K,Female,White,59,40
>50K,Male,White,40,65
<=50K,Female,White,45,40
<=50K,Male,White,35,50
<=50K,Male,White,58,20
>50K,Male,White,45,40
<=50K,Male,Amer-Indian-Eskimo,29,45
<=50K,Male,White,21,45
<=50K,Male,White,51,40
<=50K,Female,White,34,40
<=50K,Female,White,40,35
<=50K,Female,White,45,16
>50K,Male,White,38,40
<=50K,Female,White,22,40
<=50K,Male,White,37,40
<=50K,Female,White,62,40
<=50K,Female,White,32,60
>50K,Female,White,36,4
<=50K,Male,White,43,40
<=50K,Male,White,37,40
<=50K,Female,Asian-Pac-Islander,33,40
<=50K,Male,White,28,55
<=50K,Female,White,49,28
>50K,Female,White,47,7
<=50K,Female,White,59,40
<=50K,Male,White,35,40
<=50K,Male,White,35,40
<=50K,Male,White,29,40
<=50K,Female,Black,57,40
>50K,Male,White,41,60
>50K,Male,White,37,45
<=50K,Male,White,20,40
<=50K,Male,White,44,60
<=50K,Female,White,20,30
>50K,Female,White,38,28
<=50K,Male,White,23,40
<=50K,Female,White,24,36
>50K,Male,White,46,40
<=50K,Male,White,32,40
<=50K,Male,White,21,40
<=50K,Male,White,32,40
<=50K,Male,White,41,45
<=50K,Male,White,51,40
<=50K,Male,White,69,10
>50K,Male,White,39,50
<=50K,Male,White,43,40
>50K,Male,White,51,40
<=50K,Male,White,43,40
<=50K,Female,White,35,84
<=50K,Male,White,32,40
<=50K,Female,White,25,21
<=50K,Female,White,64,40
<=50K,Female,White,28,40
<=50K,Male,White,44,40
>50K,Male,White,40,40
<=50K,Male,Asian-Pac-Islander,21,40
<=50K,Male,White,23,40
<=50K,Female,White,23,20
<=50K,Male,Black,19,40
<=50K,Male,White,61,25
<=50K,Male,Other,47,40
<=50K,Male,White,39,45
>50K,Female,White,51,40
<=50K,Male,White,25,40
<=50K,Male,White,33,45
<=50K,Female,White,34,38
<=50K,Male,White,54,50
<=50K,Female,White,24,40
<=50K,Male,Other,28,50
<=50K,Male,White,33,44
<=50K,Male,White,63,14
>50K,Male,White,31,60
<=50K,Male,White,70,16
<=50K,Female,White,43,40
>50K,Female,White,36,12
<=50K,Male,White,50,40
<=50K,Female,Black,21,30
<=50K,Female,Black,31,40
<=50K,Female,White,19,30
<=50K,Female,White,39,35
<=50K,Female,White,29,40
<=50K,Male,White,39,40
<=50K,Male,Other,17,40
<=50K,Female,White,46,40
<=50K,Male,White,62,40
<=50K,Female,Black,32,23
<=50K,Female,Black,28,40
<=50K,Female,Black,19,40
<=50K,Male,White,61,40
<=50K,Male,White,18,25
>50K,Male,White,39,50
<=50K,Male,White,24,45
<=50K,Male,White,38,41
>50K,Male,Black,38,40
<=50K,Male,White,17,20
<=50K,Male,White,28,40
<=50K,Male,White,52,8
>50K,Male,White,61,20
<=50K,Male,White,69,40
<=50K,Female,White,19,25
>50K,Male,White,26,40
>50K,Male,White,34,40
<=50K,Female,White,70,40
<=50K,Female,White,21,25
<=50K,Male,White,43,44
<=50K,Male,White,52,40
>50K,Male,White,59,40
<=50K,Female,White,21,40
>50K,Male,White,53,40
>50K,Male,White,55,40
>50K,Male,White,46,60
<=50K,Female,White,36,37
<=50K,Male,White,39,48
<=50K,Male,White,78,3
<=50K,Female,White,30,30
